Pile ID	Distribution Type	X-Position	Y-Position	Collection Time	Ant ID
0	1	-5.57169	5.08482	-1	-1
0	1	-5.42169	5.08482	53720	16
0	1	-5.27169	5.08482	34144	8
0	1	-5.12169	5.08482	53472	11
0	1	-4.97169	5.08482	32424	8
0	1	-4.82169	5.08482	36960	8
0	1	-4.67169	5.08482	42736	8
0	1	-4.52169	5.08482	44224	8
0	1	-4.37169	5.08482	53192	18
0	1	-4.22169	5.08482	29976	18
0	1	-4.07169	5.08482	46056	18
0	1	-3.92169	5.08482	51312	8
0	1	-3.77169	5.08482	44584	18
0	1	-3.62169	5.08482	39808	18
0	1	-3.47169	5.08482	-1	-1
0	1	-3.32169	5.08482	-1	-1
0	1	-5.57169	5.23482	-1	-1
0	1	-5.42169	5.23482	-1	-1
0	1	-5.27169	5.23482	55704	16
0	1	-5.12169	5.23482	-1	-1
0	1	-4.97169	5.23482	-1	-1
0	1	-4.82169	5.23482	50720	10
0	1	-4.67169	5.23482	56184	8
0	1	-4.52169	5.23482	55440	10
0	1	-4.37169	5.23482	-1	-1
0	1	-4.22169	5.23482	47520	8
0	1	-4.07169	5.23482	-1	-1
0	1	-3.92169	5.23482	31384	18
0	1	-3.77169	5.23482	43160	18
0	1	-3.62169	5.23482	32696	18
0	1	-3.47169	5.23482	-1	-1
0	1	-3.32169	5.23482	33976	18
0	1	-5.57169	5.38482	55792	1
0	1	-5.42169	5.38482	-1	-1
0	1	-5.27169	5.38482	-1	-1
0	1	-5.12169	5.38482	-1	-1
0	1	-4.97169	5.38482	30928	8
0	1	-4.82169	5.38482	54216	8
0	1	-4.67169	5.38482	49184	10
0	1	-4.52169	5.38482	56560	18
0	1	-4.37169	5.38482	-1	-1
0	1	-4.22169	5.38482	51800	18
0	1	-4.07169	5.38482	28552	18
0	1	-3.92169	5.38482	49808	8
0	1	-3.77169	5.38482	49248	18
0	1	-3.62169	5.38482	-1	-1
0	1	-3.47169	5.38482	38480	18
0	1	-3.32169	5.38482	-1	-1
0	1	-5.57169	5.53482	-1	-1
0	1	-5.42169	5.53482	54080	1
0	1	-5.27169	5.53482	-1	-1
0	1	-5.12169	5.53482	-1	-1
0	1	-4.97169	5.53482	56312	11
0	1	-4.82169	5.53482	-1	-1
0	1	-4.67169	5.53482	-1	-1
0	1	-4.52169	5.53482	-1	-1
0	1	-4.37169	5.53482	-1	-1
0	1	-4.22169	5.53482	-1	-1
0	1	-4.07169	5.53482	-1	-1
0	1	-3.92169	5.53482	27136	18
0	1	-3.77169	5.53482	-1	-1
0	1	-3.62169	5.53482	41824	18
0	1	-3.47169	5.53482	-1	-1
0	1	-3.32169	5.53482	37072	18
0	1	-5.57169	5.68482	-1	-1
0	1	-5.42169	5.68482	54048	12
0	1	-5.27169	5.68482	-1	-1
0	1	-5.12169	5.68482	-1	-1
0	1	-4.97169	5.68482	-1	-1
0	1	-4.82169	5.68482	29392	8
0	1	-4.67169	5.68482	-1	-1
0	1	-4.52169	5.68482	47568	10
0	1	-4.37169	5.68482	-1	-1
0	1	-4.22169	5.68482	-1	-1
0	1	-4.07169	5.68482	-1	-1
0	1	-3.92169	5.68482	-1	-1
0	1	-3.77169	5.68482	-1	-1
0	1	-3.62169	5.68482	-1	-1
0	1	-3.47169	5.68482	-1	-1
0	1	-3.32169	5.68482	-1	-1
0	1	-5.57169	5.83482	49632	12
0	1	-5.42169	5.83482	52384	1
0	1	-5.27169	5.83482	55920	12
0	1	-5.12169	5.83482	-1	-1
0	1	-4.97169	5.83482	-1	-1
0	1	-4.82169	5.83482	27728	8
0	1	-4.67169	5.83482	44456	10
0	1	-4.52169	5.83482	-1	-1
0	1	-4.37169	5.83482	45984	10
0	1	-4.22169	5.83482	-1	-1
0	1	-4.07169	5.83482	-1	-1
0	1	-3.92169	5.83482	23744	18
0	1	-3.77169	5.83482	25696	18
0	1	-3.62169	5.83482	-1	-1
0	1	-3.47169	5.83482	-1	-1
0	1	-3.32169	5.83482	-1	-1
0	1	-5.57169	5.98482	-1	-1
0	1	-5.42169	5.98482	47912	12
0	1	-5.27169	5.98482	52352	12
0	1	-5.12169	5.98482	-1	-1
0	1	-4.97169	5.98482	-1	-1
0	1	-4.82169	5.98482	-1	-1
0	1	-4.67169	5.98482	-1	-1
0	1	-4.52169	5.98482	42584	10
0	1	-4.37169	5.98482	-1	-1
0	1	-4.22169	5.98482	-1	-1
0	1	-4.07169	5.98482	-1	-1
0	1	-3.92169	5.98482	-1	-1
0	1	-3.77169	5.98482	-1	-1
0	1	-3.62169	5.98482	-1	-1
0	1	-3.47169	5.98482	-1	-1
0	1	-3.32169	5.98482	-1	-1
0	1	-5.57169	6.13482	-1	-1
0	1	-5.42169	6.13482	-1	-1
0	1	-5.27169	6.13482	50664	1
0	1	-5.12169	6.13482	-1	-1
0	1	-4.97169	6.13482	-1	-1
0	1	-4.82169	6.13482	26112	8
0	1	-4.67169	6.13482	24208	8
0	1	-4.52169	6.13482	-1	-1
0	1	-4.37169	6.13482	-1	-1
0	1	-4.22169	6.13482	-1	-1
0	1	-4.07169	6.13482	-1	-1
0	1	-3.92169	6.13482	-1	-1
0	1	-3.77169	6.13482	22280	18
0	1	-3.62169	6.13482	-1	-1
0	1	-3.47169	6.13482	-1	-1
0	1	-3.32169	6.13482	-1	-1
0	1	-5.57169	6.28482	35840	12
0	1	-5.42169	6.28482	42552	12
0	1	-5.27169	6.28482	46232	12
0	1	-5.12169	6.28482	48880	1
0	1	-4.97169	6.28482	-1	-1
0	1	-4.82169	6.28482	-1	-1
0	1	-4.67169	6.28482	-1	-1
0	1	-4.52169	6.28482	40976	10
0	1	-4.37169	6.28482	-1	-1
0	1	-4.22169	6.28482	-1	-1
0	1	-4.07169	6.28482	-1	-1
0	1	-3.92169	6.28482	-1	-1
0	1	-3.77169	6.28482	-1	-1
0	1	-3.62169	6.28482	-1	-1
0	1	-3.47169	6.28482	-1	-1
0	1	-3.32169	6.28482	13856	18
0	1	-5.57169	6.43482	29832	12
0	1	-5.42169	6.43482	34056	12
0	1	-5.27169	6.43482	44456	12
0	1	-5.12169	6.43482	-1	-1
0	1	-4.97169	6.43482	47160	1
0	1	-4.82169	6.43482	-1	-1
0	1	-4.67169	6.43482	-1	-1
0	1	-4.52169	6.43482	22600	8
0	1	-4.37169	6.43482	39264	10
0	1	-4.22169	6.43482	-1	-1
0	1	-4.07169	6.43482	-1	-1
0	1	-3.92169	6.43482	-1	-1
0	1	-3.77169	6.43482	-1	-1
0	1	-3.62169	6.43482	20760	18
0	1	-3.47169	6.43482	-1	-1
0	1	-3.32169	6.43482	15720	18
0	1	-5.57169	6.58482	38136	12
0	1	-5.42169	6.58482	-1	-1
0	1	-5.27169	6.58482	-1	-1
0	1	-5.12169	6.58482	-1	-1
0	1	-4.97169	6.58482	-1	-1
0	1	-4.82169	6.58482	-1	-1
0	1	-4.67169	6.58482	-1	-1
0	1	-4.52169	6.58482	-1	-1
0	1	-4.37169	6.58482	20936	8
0	1	-4.22169	6.58482	-1	-1
0	1	-4.07169	6.58482	-1	-1
0	1	-3.92169	6.58482	-1	-1
0	1	-3.77169	6.58482	-1	-1
0	1	-3.62169	6.58482	-1	-1
0	1	-3.47169	6.58482	19208	18
0	1	-3.32169	6.58482	-1	-1
0	1	-5.57169	6.73482	26840	12
0	1	-5.42169	6.73482	24864	12
0	1	-5.27169	6.73482	32296	12
0	1	-5.12169	6.73482	-1	-1
0	1	-4.97169	6.73482	-1	-1
0	1	-4.82169	6.73482	-1	-1
0	1	-4.67169	6.73482	-1	-1
0	1	-4.52169	6.73482	-1	-1
