Pile ID	Distribution Type	X-Position	Y-Position	Collection Time	Ant ID
0	0	-2.99162	-9.83813	10952	5
0	0	-7.77784	2.48712	-1	-1
0	0	4.01001	-5.02476	1376	13
0	0	-0.188304	-3.0837	10720	18
0	0	-1.05976	-0.543022	13648	1
0	0	9.36706	9.36569	18432	3
0	0	-1.91917	3.13047	-1	-1
0	0	-2.64971	-1.24296	-1	-1
0	0	-5.5874	-0.907039	-1	-1
0	0	-4.72819	-1.6832	42576	19
0	0	-4.46404	-8.44476	26080	19
0	0	-1.57859	-1.86242	3728	0
0	0	-0.0104654	2.6257	8720	5
0	0	7.82871	-9.09758	8152	5
0	0	-9.8564	1.0811	-1	-1
0	0	5.45186	-3.81129	-1	-1
0	0	-3.0647	-0.421626	-1	-1
0	0	4.07896	-5.85174	-1	-1
0	0	5.01068	3.52553	51888	12
0	0	-5.8573	-8.39214	33720	5
0	0	2.98836	9.31969	-1	-1
0	0	-2.1587	-8.10677	-1	-1
0	0	0.0539266	-5.2335	19104	17
0	0	0.587606	-7.72336	-1	-1
0	0	-7.87983	9.21424	23968	13
0	0	-4.01559	-9.00056	-1	-1
0	0	-4.67369	8.68111	24256	5
0	0	1.19508	-6.88209	-1	-1
0	0	-3.12071	-8.3996	-1	-1
0	0	-3.44852	0.673292	-1	-1
0	0	5.27522	-8.62006	-1	-1
0	0	3.53208	-4.54264	2552	4
0	0	3.6545	7.4426	4888	10
0	0	2.02455	0.911954	2824	11
0	0	-6.20084	-9.27112	20688	0
0	0	-0.5628	4.72593	12360	19
0	0	-4.07894	-7.55968	47800	3
0	0	1.28335	-3.14005	11640	6
0	0	8.23525	-5.97236	8528	11
0	0	5.03355	-4.45104	-1	-1
0	0	-4.33731	2.21239	-1	-1
0	0	-6.29321	-6.96534	28672	10
0	0	-9.03709	-1.98874	40128	17
0	0	1.08837	-5.92581	19128	19
0	0	-7.18291	0.825826	-1	-1
0	0	1.13325	-8.20648	-1	-1
0	0	-9.81173	6.12624	46664	5
0	0	-3.01239	7.21342	47584	6
0	0	-3.87391	3.23831	-1	-1
0	0	-3.34721	0.0173861	-1	-1
0	0	-9.30499	5.12874	5304	15
0	0	-2.76726	6.67723	29112	7
0	0	2.93858	2.24835	31232	3
0	0	7.1331	5.08476	29568	15
0	0	-1.9067	6.76062	-1	-1
0	0	8.43353	-6.76854	-1	-1
0	0	4.22073	3.95893	-1	-1
0	0	4.7167	-5.3624	10696	2
0	0	-5.59788	-9.17929	-1	-1
0	0	5.26943	0.560066	21808	0
0	0	5.40175	0.664827	19504	12
0	0	-0.0675237	7.30367	-1	-1
