Pile ID	Distribution Type	X-Position	Y-Position	Collection Time	Ant ID
0	1	4.40937	-4.38243	-1	-1
0	1	4.55937	-4.38243	-1	-1
0	1	4.70937	-4.38243	-1	-1
0	1	4.85937	-4.38243	-1	-1
0	1	5.00937	-4.38243	-1	-1
0	1	5.15937	-4.38243	-1	-1
0	1	5.30937	-4.38243	-1	-1
0	1	5.45937	-4.38243	-1	-1
0	1	5.60937	-4.38243	-1	-1
0	1	5.75937	-4.38243	-1	-1
0	1	5.90937	-4.38243	-1	-1
0	1	6.05937	-4.38243	-1	-1
0	1	6.20937	-4.38243	-1	-1
0	1	6.35937	-4.38243	-1	-1
0	1	6.50937	-4.38243	-1	-1
0	1	6.65937	-4.38243	106104	3
0	1	4.40937	-4.23243	-1	-1
0	1	4.55937	-4.23243	-1	-1
0	1	4.70937	-4.23243	-1	-1
0	1	4.85937	-4.23243	-1	-1
0	1	5.00937	-4.23243	-1	-1
0	1	5.15937	-4.23243	-1	-1
0	1	5.30937	-4.23243	-1	-1
0	1	5.45937	-4.23243	-1	-1
0	1	5.60937	-4.23243	-1	-1
0	1	5.75937	-4.23243	-1	-1
0	1	5.90937	-4.23243	113456	4
0	1	6.05937	-4.23243	-1	-1
0	1	6.20937	-4.23243	-1	-1
0	1	6.35937	-4.23243	108720	4
0	1	6.50937	-4.23243	106088	4
0	1	6.65937	-4.23243	103816	3
0	1	4.40937	-4.08243	-1	-1
0	1	4.55937	-4.08243	-1	-1
0	1	4.70937	-4.08243	-1	-1
0	1	4.85937	-4.08243	-1	-1
0	1	5.00937	-4.08243	-1	-1
0	1	5.15937	-4.08243	-1	-1
0	1	5.30937	-4.08243	-1	-1
0	1	5.45937	-4.08243	-1	-1
0	1	5.60937	-4.08243	-1	-1
0	1	5.75937	-4.08243	-1	-1
0	1	5.90937	-4.08243	114952	3
0	1	6.05937	-4.08243	-1	-1
0	1	6.20937	-4.08243	111928	4
0	1	6.35937	-4.08243	-1	-1
0	1	6.50937	-4.08243	110296	3
0	1	6.65937	-4.08243	103032	4
0	1	4.40937	-3.93243	-1	-1
0	1	4.55937	-3.93243	-1	-1
0	1	4.70937	-3.93243	-1	-1
0	1	4.85937	-3.93243	-1	-1
0	1	5.00937	-3.93243	-1	-1
0	1	5.15937	-3.93243	-1	-1
0	1	5.30937	-3.93243	-1	-1
0	1	5.45937	-3.93243	-1	-1
0	1	5.60937	-3.93243	-1	-1
0	1	5.75937	-3.93243	-1	-1
0	1	5.90937	-3.93243	-1	-1
0	1	6.05937	-3.93243	-1	-1
0	1	6.20937	-3.93243	99624	4
0	1	6.35937	-3.93243	112576	3
0	1	6.50937	-3.93243	110376	4
0	1	6.65937	-3.93243	101200	3
0	1	4.40937	-3.78243	-1	-1
0	1	4.55937	-3.78243	-1	-1
0	1	4.70937	-3.78243	-1	-1
0	1	4.85937	-3.78243	-1	-1
0	1	5.00937	-3.78243	-1	-1
0	1	5.15937	-3.78243	-1	-1
0	1	5.30937	-3.78243	-1	-1
0	1	5.45937	-3.78243	-1	-1
0	1	5.60937	-3.78243	-1	-1
0	1	5.75937	-3.78243	-1	-1
0	1	5.90937	-3.78243	-1	-1
0	1	6.05937	-3.78243	-1	-1
0	1	6.20937	-3.78243	-1	-1
0	1	6.35937	-3.78243	97280	3
0	1	6.50937	-3.78243	101264	4
0	1	6.65937	-3.78243	95776	4
0	1	4.40937	-3.63243	-1	-1
0	1	4.55937	-3.63243	-1	-1
0	1	4.70937	-3.63243	-1	-1
0	1	4.85937	-3.63243	-1	-1
0	1	5.00937	-3.63243	107488	5
0	1	5.15937	-3.63243	-1	-1
0	1	5.30937	-3.63243	107288	1
0	1	5.45937	-3.63243	-1	-1
0	1	5.60937	-3.63243	-1	-1
0	1	5.75937	-3.63243	102720	1
0	1	5.90937	-3.63243	114200	9
0	1	6.05937	-3.63243	110960	9
0	1	6.20937	-3.63243	-1	-1
0	1	6.35937	-3.63243	95432	3
0	1	6.50937	-3.63243	95032	1
0	1	6.65937	-3.63243	99224	3
0	1	4.40937	-3.48243	-1	-1
0	1	4.55937	-3.48243	-1	-1
0	1	4.70937	-3.48243	108840	5
0	1	4.85937	-3.48243	-1	-1
0	1	5.00937	-3.48243	-1	-1
0	1	5.15937	-3.48243	106112	5
0	1	5.30937	-3.48243	108656	1
0	1	5.45937	-3.48243	-1	-1
0	1	5.60937	-3.48243	105936	1
0	1	5.75937	-3.48243	104168	1
0	1	5.90937	-3.48243	109216	9
0	1	6.05937	-3.48243	-1	-1
0	1	6.20937	-3.48243	95256	5
0	1	6.35937	-3.48243	96976	5
0	1	6.50937	-3.48243	93552	3
0	1	6.65937	-3.48243	93896	4
0	1	4.40937	-3.33243	-1	-1
0	1	4.55937	-3.33243	-1	-1
0	1	4.70937	-3.33243	-1	-1
0	1	4.85937	-3.33243	-1	-1
0	1	5.00937	-3.33243	112792	1
0	1	5.15937	-3.33243	111472	1
0	1	5.30937	-3.33243	104768	5
0	1	5.45937	-3.33243	80328	3
0	1	5.60937	-3.33243	84568	3
0	1	5.75937	-3.33243	100640	1
0	1	5.90937	-3.33243	98968	5
0	1	6.05937	-3.33243	96872	1
0	1	6.20937	-3.33243	92672	5
0	1	6.35937	-3.33243	91800	3
0	1	6.50937	-3.33243	89616	1
0	1	6.65937	-3.33243	92664	1
0	1	4.40937	-3.18243	-1	-1
0	1	4.55937	-3.18243	-1	-1
0	1	4.70937	-3.18243	110024	5
0	1	4.85937	-3.18243	-1	-1
0	1	5.00937	-3.18243	-1	-1
0	1	5.15937	-3.18243	114152	1
0	1	5.30937	-3.18243	101184	5
0	1	5.45937	-3.18243	110184	1
0	1	5.60937	-3.18243	78960	3
0	1	5.75937	-3.18243	-1	-1
0	1	5.90937	-3.18243	98632	1
0	1	6.05937	-3.18243	90192	5
0	1	6.20937	-3.18243	86112	5
0	1	6.35937	-3.18243	90128	3
