Pile ID	Distribution Type	X-Position	Y-Position	Collection Time
1		1		-5.83807	-3.48508	27240
1		1		-5.68807	-3.48508	29808
1		1		-5.53807	-3.48508	25616
1		1		-5.38807	-3.48508	4744
1		1		-5.23807	-3.48508	4256
1		1		-5.08807	-3.48508	24736
1		1		-4.93807	-3.48508	24448
1		1		-4.78807	-3.48508	21232
1		1		-4.63807	-3.48508	18720
1		1		-4.48807	-3.48508	16320
1		1		-4.33807	-3.48508	18448
1		1		-4.18807	-3.48508	14120
1		1		-4.03807	-3.48508	2896
1		1		-3.88807	-3.48508	13840
1		1		-3.73807	-3.48508	12752
1		1		-3.58807	-3.48508	2112
1		1		-5.83807	-3.33508	28208
1		1		-5.68807	-3.33508	31560
1		1		-5.53807	-3.33508	26336
1		1		-5.38807	-3.33508	24888
1		1		-5.23807	-3.33508	24240
1		1		-5.08807	-3.33508	23184
1		1		-4.93807	-3.33508	19736
1		1		-4.78807	-3.33508	21856
1		1		-4.63807	-3.33508	15120
1		1		-4.48807	-3.33508	21464
1		1		-4.33807	-3.33508	20080
1		1		-4.18807	-3.33508	18536
1		1		-4.03807	-3.33508	17128
1		1		-3.88807	-3.33508	17224
1		1		-3.73807	-3.33508	11688
1		1		-3.58807	-3.33508	1064
1		1		-5.83807	-3.18508	32112
1		1		-5.68807	-3.18508	64928
1		1		-5.53807	-3.18508	34176
1		1		-5.38807	-3.18508	31024
1		1		-5.23807	-3.18508	28064
1		1		-5.08807	-3.18508	22928
1		1		-4.93807	-3.18508	23472
1		1		-4.78807	-3.18508	23248
1		1		-4.63807	-3.18508	75760
1		1		-4.48807	-3.18508	20264
1		1		-4.33807	-3.18508	20616
1		1		-4.18807	-3.18508	21632
1		1		-4.03807	-3.18508	20312
1		1		-3.88807	-3.18508	15984
1		1		-3.73807	-3.18508	16112
1		1		-3.58807	-3.18508	10640
1		1		-5.83807	-3.03508	164064
1		1		-5.68807	-3.03508	68904
1		1		-5.53807	-3.03508	133384
1		1		-5.38807	-3.03508	29720
1		1		-5.23807	-3.03508	26632
1		1		-5.08807	-3.03508	22200
1		1		-4.93807	-3.03508	26784
1		1		-4.78807	-3.03508	23384
1		1		-4.63807	-3.03508	22152
1		1		-4.48807	-3.03508	19448
1		1		-4.33807	-3.03508	20880
1		1		-4.18807	-3.03508	19360
1		1		-4.03807	-3.03508	20472
1		1		-3.88807	-3.03508	15016
1		1		-3.73807	-3.03508	19224
1		1		-3.58807	-3.03508	19064
1		1		-5.83807	-2.88508	67552
1		1		-5.68807	-2.88508	28288
1		1		-5.53807	-2.88508	35000
1		1		-5.38807	-2.88508	26568
1		1		-5.23807	-2.88508	25576
1		1		-5.08807	-2.88508	28472
1		1		-4.93807	-2.88508	29768
1		1		-4.78807	-2.88508	20888
1		1		-4.63807	-2.88508	22008
1		1		-4.48807	-2.88508	92736
1		1		-4.33807	-2.88508	74568
1		1		-4.18807	-2.88508	19320
1		1		-4.03807	-2.88508	18064
1		1		-3.88807	-2.88508	18008
1		1		-3.73807	-2.88508	17888
1		1		-3.58807	-2.88508	165704
1		1		-5.83807	-2.73508	36312
1		1		-5.68807	-2.73508	99208
1		1		-5.53807	-2.73508	33672
1		1		-5.38807	-2.73508	32368
1		1		-5.23807	-2.73508	25280
1		1		-5.08807	-2.73508	23936
1		1		-4.93807	-2.73508	20824
1		1		-4.78807	-2.73508	19512
1		1		-4.63807	-2.73508	22752
1		1		-4.48807	-2.73508	73472
1		1		-4.33807	-2.73508	19352
1		1		-4.18807	-2.73508	16952
1		1		-4.03807	-2.73508	17952
1		1		-3.88807	-2.73508	277480
1		1		-3.73807	-2.73508	16696
1		1		-3.58807	-2.73508	87792
1		1		-5.83807	-2.58508	116520
1		1		-5.68807	-2.58508	72488
1		1		-5.53807	-2.58508	31064
1		1		-5.38807	-2.58508	28640
1		1		-5.23807	-2.58508	22544
1		1		-5.08807	-2.58508	25336
1		1		-4.93807	-2.58508	18240
1		1		-4.78807	-2.58508	21296
1		1		-4.63807	-2.58508	20032
1		1		-4.48807	-2.58508	18136
1		1		-4.33807	-2.58508	15848
1		1		-4.18807	-2.58508	18848
1		1		-4.03807	-2.58508	16856
1		1		-3.88807	-2.58508	15704
1		1		-3.73807	-2.58508	15792
1		1		-3.58807	-2.58508	14928
1		1		-5.83807	-2.43508	31384
1		1		-5.68807	-2.43508	29672
1		1		-5.53807	-2.43508	28136
1		1		-5.38807	-2.43508	29608
1		1		-5.23807	-2.43508	24032
1		1		-5.08807	-2.43508	23416
1		1		-4.93807	-2.43508	21272
1		1		-4.78807	-2.43508	19984
1		1		-4.63807	-2.43508	16888
1		1		-4.48807	-2.43508	14664
1		1		-4.33807	-2.43508	17824
1		1		-4.18807	-2.43508	16720
1		1		-4.03807	-2.43508	19408
1		1		-3.88807	-2.43508	14712
1		1		-3.73807	-2.43508	13880
1		1		-3.58807	-2.43508	88664
1		1		-5.83807	-2.28508	58592
1		1		-5.68807	-2.28508	29960
1		1		-5.53807	-2.28508	28248
1		1		-5.38807	-2.28508	25944
1		1		-5.23807	-2.28508	24696
1		1		-5.08807	-2.28508	100320
1		1		-4.93807	-2.28508	22160
1		1		-4.78807	-2.28508	18864
1		1		-4.63807	-2.28508	17728
1		1		-4.48807	-2.28508	15640
1		1		-4.33807	-2.28508	16640
1		1		-4.18807	-2.28508	17080
1		1		-4.03807	-2.28508	13600
1		1		-3.88807	-2.28508	12784
1		1		-3.73807	-2.28508	13744
1		1		-3.58807	-2.28508	213520
1		1		-5.83807	-2.13508	26688
1		1		-5.68807	-2.13508	28568
1		1		-5.53807	-2.13508	30240
1		1		-5.38807	-2.13508	27176
1		1		-5.23807	-2.13508	25360
1		1		-5.08807	-2.13508	187992
1		1		-4.93807	-2.13508	179120
1		1		-4.78807	-2.13508	189864
1		1		-4.63807	-2.13508	77608
1		1		-4.48807	-2.13508	16576
1		1		-4.33807	-2.13508	14536
1		1		-4.18807	-2.13508	14784
1		1		-4.03807	-2.13508	11832
1		1		-3.88807	-2.13508	10864
1		1		-3.73807	-2.13508	109848
1		1		-3.58807	-2.13508	15856
1		1		-5.83807	-1.98508	31488
1		1		-5.68807	-1.98508	36960
1		1		-5.53807	-1.98508	28912
1		1		-5.38807	-1.98508	28824
1		1		-5.23807	-1.98508	24160
1		1		-5.08807	-1.98508	22704
1		1		-4.93807	-1.98508	21552
1		1		-4.78807	-1.98508	20408
1		1		-4.63807	-1.98508	13528
1		1		-4.48807	-1.98508	137800
1		1		-4.33807	-1.98508	15920
1		1		-4.18807	-1.98508	12960
1		1		-4.03807	-1.98508	14080
1		1		-3.88807	-1.98508	9928
1		1		-3.73807	-1.98508	14960
1		1		-3.58807	-1.98508	107872
1		1		-5.83807	-1.83508	30120
1		1		-5.68807	-1.83508	35696
1		1		-5.53807	-1.83508	27680
1		1		-5.38807	-1.83508	27584
1		1		-5.23807	-1.83508	22992
1		1		-5.08807	-1.83508	25024
1		1		-4.93807	-1.83508	31864
1		1		-4.78807	-1.83508	19256
1		1		-4.63807	-1.83508	57136
1		1		-4.48807	-1.83508	21816
1		1		-4.33807	-1.83508	11928
1		1		-4.18807	-1.83508	9016
1		1		-4.03807	-1.83508	5280
1		1		-3.88807	-1.83508	7080
1		1		-3.73807	-1.83508	13032
1		1		-3.58807	-1.83508	15752
1		1		-5.83807	-1.68508	34424
1		1		-5.68807	-1.68508	26464
1		1		-5.53807	-1.68508	26336
1		1		-5.38807	-1.68508	59496
1		1		-5.23807	-1.68508	23904
1		1		-5.08807	-1.68508	30776
1		1		-4.93807	-1.68508	58976
1		1		-4.78807	-1.68508	56024
1		1		-4.63807	-1.68508	20792
1		1		-4.48807	-1.68508	19704
1		1		-4.33807	-1.68508	8064
1		1		-4.18807	-1.68508	12488
1		1		-4.03807	-1.68508	6192
1		1		-3.88807	-1.68508	17088
1		1		-3.73807	-1.68508	4352
1		1		-3.58807	-1.68508	10936
1		1		-5.83807	-1.53508	33152
1		1		-5.68807	-1.53508	25192
1		1		-5.53807	-1.53508	28432
1		1		-5.38807	-1.53508	29632
1		1		-5.23807	-1.53508	58208
1		1		-5.08807	-1.53508	58040
1		1		-4.93807	-1.53508	57392
1		1		-4.78807	-1.53508	54968
1		1		-4.63807	-1.53508	18672
1		1		-4.48807	-1.53508	21176
1		1		-4.33807	-1.53508	19168
1		1		-4.18807	-1.53508	18168
1		1		-4.03807	-1.53508	58328
1		1		-3.88807	-1.53508	17648
1		1		-3.73807	-1.53508	3480
1		1		-3.58807	-1.53508	2632
1		1		-5.83807	-1.38508	34032
1		1		-5.68807	-1.38508	32744
1		1		-5.53807	-1.38508	58696
1		1		-5.38807	-1.38508	60408
1		1		-5.23807	-1.38508	59408
1		1		-5.08807	-1.38508	56288
1		1		-4.93807	-1.38508	53904
1		1		-4.78807	-1.38508	52808
1		1		-4.63807	-1.38508	59632
1		1		-4.48807	-1.38508	20200
1		1		-4.33807	-1.38508	58528
1		1		-4.18807	-1.38508	64824
1		1		-4.03807	-1.38508	62648
1		1		-3.88807	-1.38508	57480
1		1		-3.73807	-1.38508	56624
1		1		-3.58807	-1.38508	59272
1		1		-5.83807	-1.23508	31488
1		1		-5.68807	-1.23508	63192
1		1		-5.53807	-1.23508	62664
1		1		-5.38807	-1.23508	59224
1		1		-5.23807	-1.23508	60800
1		1		-5.08807	-1.23508	56976
1		1		-4.93807	-1.23508	64232
1		1		-4.78807	-1.23508	61928
1		1		-4.63807	-1.23508	60792
1		1		-4.48807	-1.23508	63672
1		1		-4.33807	-1.23508	69832
1		1		-4.18807	-1.23508	61768
1		1		-4.03807	-1.23508	248080
1		1		-3.88807	-1.23508	65648
1		1		-3.73807	-1.23508	58368
1		1		-3.58807	-1.23508	69352
4		4		-3.79966	8.25449	44448
4		4		-3.64966	8.25449	42544
4		4		-3.49966	8.25449	70712
4		4		-3.34966	8.25449	74008
4		4		-3.19966	8.25449	72096
4		4		-3.04966	8.25449	84936
4		4		-2.89966	8.25449	91472
4		4		-2.74966	8.25449	89648
4		4		-3.79966	8.40449	46384
4		4		-3.64966	8.40449	74120
4		4		-3.49966	8.40449	72864
4		4		-3.34966	8.40449	68824
4		4		-3.19966	8.40449	71752
4		4		-3.04966	8.40449	96400
4		4		-2.89966	8.40449	92632
4		4		-2.74966	8.40449	147600
4		4		-3.79966	8.55449	40680
4		4		-3.64966	8.55449	74664
4		4		-3.49966	8.55449	72712
4		4		-3.34966	8.55449	77928
4		4		-3.19966	8.55449	75976
4		4		-3.04966	8.55449	88072
4		4		-2.89966	8.55449	94536
4		4		-2.74966	8.55449	92944
4		4		-3.79966	8.70449	41144
4		4		-3.64966	8.70449	74128
4		4		-3.49966	8.70449	73760
4		4		-3.34966	8.70449	73464
4		4		-3.19966	8.70449	86888
4		4		-3.04966	8.70449	95144
4		4		-2.89966	8.70449	93408
4		4		-2.74966	8.70449	92848
4		4		-3.79966	8.85449	43168
4		4		-3.64966	8.85449	39072
4		4		-3.49966	8.85449	73848
4		4		-3.34966	8.85449	76704
4		4		-3.19966	8.85449	79912
4		4		-3.04966	8.85449	95384
4		4		-2.89966	8.85449	96512
4		4		-2.74966	8.85449	95688
4		4		-3.79966	9.00449	25168
4		4		-3.64966	9.00449	42760
4		4		-3.49966	9.00449	76952
4		4		-3.34966	9.00449	74928
4		4		-3.19966	9.00449	79744
4		4		-3.04966	9.00449	84656
4		4		-2.89966	9.00449	137280
4		4		-2.74966	9.00449	53736
4		4		-3.79966	9.15449	27248
4		4		-3.64966	9.15449	23120
4		4		-3.49966	9.15449	21048
4		4		-3.34966	9.15449	75520
4		4		-3.19966	9.15449	81568
4		4		-3.04966	9.15449	77752
4		4		-2.89966	9.15449	97416
4		4		-2.74966	9.15449	6648
4		4		-3.79966	9.30449	48528
4		4		-3.64966	9.30449	43320
4		4		-3.49966	9.30449	45304
4		4		-3.34966	9.30449	18992
4		4		-3.19966	9.30449	16920
4		4		-3.04966	9.30449	14544
4		4		-2.89966	9.30449	8696
4		4		-2.74966	9.30449	10720
4		4		-4.18613	-7.72266	55328
4		4		-4.03613	-7.72266	51816
4		4		-3.88613	-7.72266	50704
4		4		-3.73613	-7.72266	51304
4		4		-3.58613	-7.72266	51896
4		4		-3.43613	-7.72266	53696
4		4		-3.28613	-7.72266	51944
4		4		-3.13613	-7.72266	69280
